级别,日期和时间,来源,事件 ID,任务类别
信息,2015/5/4 6:43:24,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/1 16:00:57,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/1 15:52:57,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/3 12:00:01,EventLog,6013,无,系统启动时间为 4140788 秒。
信息,2015/5/2 12:00:01,EventLog,6013,无,系统启动时间为 4054388 秒。
信息,2015/4/28 5:28:49,Application Popup,26,无,"弹出应用程序: repctl.exe - 应用程序错误: 0x025e4ff0 指令引用的 0x02250000 内存。该内存不能为 written。

要终止程序，请单击“确定”。"
信息,2015/4/28 5:26:56,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/4/28 5:30:50,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/4/28 5:28:49,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/4/28 5:21:35,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/4/28 5:20:12,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/4/28 5:24:55,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/4/28 5:23:36,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/4/28 12:00:01,EventLog,6013,无,系统启动时间为 3708788 秒。
信息,2015/4/28 5:47:26,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/4/30 12:00:01,EventLog,6013,无,系统启动时间为 3881588 秒。
信息,2015/4/29 12:00:01,EventLog,6013,无,系统启动时间为 3795188 秒。
信息,2015/4/28 5:34:44,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/4/28 5:32:43,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/4/28 5:39:26,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/4/28 5:37:25,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/4 12:00:00,EventLog,6013,无,系统启动时间为 4227187 秒。
信息,2015/5/8 10:30:56,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/8 10:22:57,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/8 10:39:58,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/8 10:39:58,Application Popup,26,无,"弹出应用程序: repctl.exe - 应用程序错误: 0x02184ff0 指令引用的 0x01ee2000 内存。该内存不能为 written。

要终止程序，请单击“确定”。"
信息,2015/5/8 10:12:26,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/8 10:04:44,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/8 10:20:56,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/8 10:20:56,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/8 11:01:04,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/8 10:59:04,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/8 11:21:28,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/8 11:09:04,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/8 10:41:58,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/8 10:39:58,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/8 10:59:04,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/8 10:49:58,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/7 17:15:01,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/7 17:07:02,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/8 9:24:40,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/8 9:24:40,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/7 16:58:37,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/7 16:50:38,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/7 17:05:01,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/7 17:05:01,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/8 9:53:38,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/8 9:45:57,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/8 10:02:26,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/8 10:02:26,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/8 9:34:40,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/8 9:26:40,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/8 9:43:38,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/8 9:43:38,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/8 11:31:28,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/11 3:33:00,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/11 3:26:56,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/11 3:40:58,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/11 3:35:00,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/11 3:16:52,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/11 3:10:48,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/11 3:24:56,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/11 3:18:52,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/11 3:58:56,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/11 3:56:56,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/11 4:06:56,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/11 4:04:56,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/11 3:48:58,Application Popup,26,无,"弹出应用程序: repctl.exe - 应用程序错误: 0x02524ff0 指令引用的 0x02390000 内存。该内存不能为 written。

要终止程序，请单击“确定”。"
信息,2015/5/11 3:42:59,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/11 3:50:58,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/11 3:48:58,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/11 2:30:20,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/11 2:28:18,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/11 2:38:27,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/11 2:36:24,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/9 12:00:00,EventLog,6013,无,系统启动时间为 4659187 秒。
信息,2015/5/8 12:00:01,EventLog,6013,无,系统启动时间为 4572787 秒。
信息,2015/5/11 2:28:16,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/10 12:00:01,EventLog,6013,无,系统启动时间为 4745588 秒。
信息,2015/5/11 3:00:42,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/11 2:54:34,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/11 3:08:48,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/11 3:02:43,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/11 2:44:32,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/11 2:44:32,Application Popup,26,无,"弹出应用程序: repctl.exe - 应用程序错误: 0x02514ff0 指令引用的 0x02380000 内存。该内存不能为 written。

要终止程序，请单击“确定”。"
信息,2015/5/11 2:52:34,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/11 2:46:32,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/4 13:42:01,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/4 13:42:01,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/4 13:52:01,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/4 13:44:02,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/4 13:22:05,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/4 13:22:05,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/4 13:32:05,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/4 13:24:05,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/4 14:20:35,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/4 14:20:35,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/4 14:30:35,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/4 14:22:36,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/4 14:01:29,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/4 14:01:29,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/4 14:11:29,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/4 14:03:30,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/4 12:24:17,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/4 12:24:17,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/4 12:34:17,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/4 12:26:17,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/4 12:05:21,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/4 12:05:21,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/4 12:15:21,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/4 12:07:21,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/4 13:02:27,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/4 13:02:27,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/4 13:12:27,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/4 13:04:27,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/4 12:43:25,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/4 12:43:25,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/4 12:53:25,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/4 12:45:25,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/4 14:39:57,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/7 13:46:26,Service Control Manager,7036,无,Windows Modules Installer 服务处于 停止 状态。
信息,2015/5/7 13:46:24,Service Control Manager,7040,无,Windows Modules Installer 服务的启动类型从 自动启动 更改为 按需启动。
信息,2015/5/7 16:13:33,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/7 16:13:32,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/7 13:38:04,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/7 12:00:01,EventLog,6013,无,系统启动时间为 4486388 秒。
信息,2015/5/7 13:46:23,Service Control Manager,7040,无,Windows Modules Installer 服务的启动类型从 按需启动 更改为 自动启动。
信息,2015/5/7 13:40:04,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/7 16:39:17,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/7 16:35:01,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/7 16:48:37,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/7 16:41:18,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/7 16:23:35,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/7 16:15:38,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/7 16:33:01,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/7 16:33:01,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/4 14:59:04,Application Popup,26,无,"弹出应用程序: repctl.exe - 应用程序错误: 0x022f4ff0 指令引用的 0x0215a000 内存。该内存不能为 written。

要终止程序，请单击“确定”。"
信息,2015/5/4 14:58:57,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/4 15:08:57,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/4 15:01:18,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/4 14:41:58,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/4 14:39:57,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/4 14:58:57,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/4 14:49:57,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/6 12:00:01,EventLog,6013,无,系统启动时间为 4399988 秒。
信息,2015/5/5 12:00:01,EventLog,6013,无,系统启动时间为 4313588 秒。
信息,2015/5/7 11:05:01,Service Control Manager,7036,无,WinHTTP Web Proxy Auto-Discovery Service 服务处于 停止 状态。
信息,2015/5/7 10:48:31,Service Control Manager,7036,无,WinHTTP Web Proxy Auto-Discovery Service 服务处于 正在运行 状态。
信息,2015/5/4 15:18:39,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/4 15:18:39,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/4 15:28:39,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/4 15:20:40,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/12 12:07:17,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/13 19:54:52,Microsoft-Windows-Kernel-Processor-Power,26,(4),"组 0 中的处理器 4 暴露出以下信息:

1 空闲状态
0 性能状态
8 调节状态"
信息,2015/5/13 19:54:52,Microsoft-Windows-Kernel-Processor-Power,26,(4),"组 0 中的处理器 5 暴露出以下信息:

1 空闲状态
0 性能状态
8 调节状态"
信息,2015/5/13 19:54:52,Microsoft-Windows-Kernel-Processor-Power,26,(4),"组 0 中的处理器 2 暴露出以下信息:

1 空闲状态
0 性能状态
8 调节状态"
信息,2015/5/13 19:54:52,Microsoft-Windows-Kernel-Processor-Power,26,(4),"组 0 中的处理器 3 暴露出以下信息:

1 空闲状态
0 性能状态
8 调节状态"
信息,2015/5/13 19:54:52,Microsoft-Windows-Kernel-Processor-Power,26,(4),"组 0 中的处理器 0 暴露出以下信息:

1 空闲状态
0 性能状态
8 调节状态"
信息,2015/5/13 19:54:47,Microsoft-Windows-FilterManager,6,无,文件系统筛选器“vsepflt”(6.1，‎2012‎-‎09‎-‎06T22:08:57.000000000Z)已成功加载并注册到筛选器管理器。
信息,2015/5/13 19:54:52,Microsoft-Windows-Kernel-Processor-Power,26,(4),"组 0 中的处理器 6 暴露出以下信息:

1 空闲状态
0 性能状态
8 调节状态"
信息,2015/5/13 19:54:52,Microsoft-Windows-Kernel-Processor-Power,26,(4),"组 0 中的处理器 7 暴露出以下信息:

1 空闲状态
0 性能状态
8 调节状态"
信息,2015/5/13 19:55:06,Service Control Manager,7036,无,DCOM Server Process Launcher 服务处于 正在运行 状态。
信息,2015/5/13 19:55:06,Microsoft-Windows-FilterManager,6,无,文件系统筛选器“luafv”(6.1，‎2009‎-‎07‎-‎14T07:26:13.000000000Z)已成功加载并注册到筛选器管理器。
信息,2015/5/13 19:55:07,Service Control Manager,7036,无,Remote Procedure Call (RPC) 服务处于 正在运行 状态。
信息,2015/5/13 19:55:06,Service Control Manager,7036,无,RPC Endpoint Mapper 服务处于 正在运行 状态。
信息,2015/5/13 19:55:06,Service Control Manager,7036,无,Plug and Play 服务处于 正在运行 状态。
信息,2015/5/13 19:54:52,Microsoft-Windows-Kernel-Processor-Power,26,(4),"组 0 中的处理器 1 暴露出以下信息:

1 空闲状态
0 性能状态
8 调节状态"
信息,2015/5/13 19:55:06,Service Control Manager,7036,无,Power 服务处于 正在运行 状态。
信息,2015/5/13 19:55:06,Microsoft-Windows-UserPnp,20010,(7010),"一个或多个即插即用服务子系统的状态已改变。

即插即用安装子系统已启用:“true”
即插即用缓存子系统已启用:“true”
"
信息,2015/5/13 19:54:23,Microsoft-Windows-Kernel-General,13,无,操作系统将在系统时间 ‎2015‎-‎05‎-‎13T11:54:23.230894500Z 关闭。
信息,2015/5/13 19:54:21,Microsoft-Windows-Kernel-Power,109,(103),内核电源管理器已启动关机转换。
信息,2015/5/13 19:54:45,vmci,3,无,VMCI: Allocated gc buf FFFFFA80C19C9000 of size 69632.

信息,2015/5/13 19:54:41,Microsoft-Windows-Kernel-General,12,无,操作系统已在系统时间 ‎2015‎-‎05‎-‎13T11:54:40.595198400Z 启动。
信息,2015/5/13 19:54:19,Service Control Manager,7036,无,Cryptographic Services 服务处于 停止 状态。
信息,2015/5/13 19:54:19,Service Control Manager,7036,无,Plug and Play 服务处于 停止 状态。
信息,2015/5/13 19:54:21,Service Control Manager,7036,无,Windows Event Log 服务处于 停止 状态。
信息,2015/5/13 19:54:20,Service Control Manager,7036,无,Attunity Replicate Server 服务处于 停止 状态。
信息,2015/5/13 19:54:45,vmci,3,无,VMCI: Using capabilities: 0xc

信息,2015/5/13 19:54:45,vmci,3,无,VMCI: Registered message-based interrupts.

信息,2015/5/13 19:54:45,vmci,3,无,"VMCI: Device interrupts enabled, status reg = 0x1.
"
信息,2015/5/13 19:54:45,vmci,3,无,VMCIUtil: Host capability check: PASSED

信息,2015/5/13 19:54:45,vmci,3,无,VMCI: Resource type is not supported.

信息,2015/5/13 19:54:45,vmci,3,无,VMCI: Port I/O 	 IoBase = 0000000000001080 Length = 40h

信息,2015/5/13 19:54:45,vmci,3,无,VMCI: Resource type is not supported.

信息,2015/5/13 19:54:45,vmci,3,无,VMCI: Resource type is not supported.

信息,2015/5/13 19:55:07,Service Control Manager,7036,无,Windows Event Log 服务处于 正在运行 状态。
信息,2015/5/13 19:55:09,Service Control Manager,7036,无,Distributed Link Tracking Client 服务处于 正在运行 状态。
信息,2015/5/13 19:55:08,Service Control Manager,7036,无,Remote Registry 服务处于 正在运行 状态。
信息,2015/5/13 19:55:09,Service Control Manager,7036,无,Network Location Awareness 服务处于 正在运行 状态。
信息,2015/5/13 19:55:09,Service Control Manager,7036,无,Windows Management Instrumentation 服务处于 正在运行 状态。
信息,2015/5/13 19:55:08,Service Control Manager,7036,无,Print Spooler 服务处于 正在运行 状态。
信息,2015/5/13 19:55:08,Service Control Manager,7036,无,Security Accounts Manager 服务处于 正在运行 状态。
信息,2015/5/13 19:55:08,Service Control Manager,7036,无,Cryptographic Services 服务处于 正在运行 状态。
信息,2015/5/13 19:55:08,Service Control Manager,7036,无,IKE and AuthIP IPsec Keying Modules 服务处于 正在运行 状态。
信息,2015/5/13 19:55:10,Microsoft-Windows-Iphlpsvc,4200,无,地址为 2002:54ef:3134::54ef:3134 的 6to4 接口 6TO4 Adapter 已出现。
信息,2015/5/13 19:55:10,Service Control Manager,7036,无,Network List Service 服务处于 正在运行 状态。
信息,2015/5/13 19:55:10,Service Control Manager,7036,无,WinHTTP Web Proxy Auto-Discovery Service 服务处于 正在运行 状态。
信息,2015/5/13 19:55:10,Service Control Manager,7036,无,Remote Desktop Services 服务处于 正在运行 状态。
信息,2015/5/13 19:55:10,Service Control Manager,7036,无,IP Helper 服务处于 正在运行 状态。
信息,2015/5/13 19:55:10,Service Control Manager,7036,无,VMware Tools Service 服务处于 正在运行 状态。
信息,2015/5/13 19:55:10,Service Control Manager,7036,无,Portable Device Enumerator Service 服务处于 正在运行 状态。
信息,2015/5/13 19:55:10,Service Control Manager,7036,无,Server 服务处于 正在运行 状态。
信息,2015/5/13 19:55:07,Service Control Manager,7036,无,Network Store Interface Service 服务处于 正在运行 状态。
信息,2015/5/13 19:55:07,Service Control Manager,7036,无,Desktop Window Manager Session Manager 服务处于 正在运行 状态。
信息,2015/5/13 19:55:07,Microsoft-Windows-Dhcp-Client,50036,服务状态事件,DHCPv4 客户端服务已启动
信息,2015/5/13 19:55:07,Service Control Manager,7036,无,TCP/IP NetBIOS Helper 服务处于 正在运行 状态。
信息,2015/5/13 19:55:07,Service Control Manager,7036,无,User Profile Service 服务处于 正在运行 状态。
信息,2015/5/13 19:55:07,Service Control Manager,7036,无,Group Policy Client 服务处于 正在运行 状态。
信息,2015/5/13 19:55:07,Service Control Manager,7036,无,System Event Notification Service 服务处于 正在运行 状态。
信息,2015/5/13 19:55:07,Service Control Manager,7036,无,COM+ Event System 服务处于 正在运行 状态。
信息,2015/5/13 19:55:08,Service Control Manager,7036,无,Base Filtering Engine 服务处于 正在运行 状态。
信息,2015/5/13 19:55:08,Service Control Manager,7036,无,Task Scheduler 服务处于 正在运行 状态。
信息,2015/5/13 19:55:08,Service Control Manager,7036,无,Workstation 服务处于 正在运行 状态。
信息,2015/5/13 19:55:08,Service Control Manager,7036,无,Windows Firewall 服务处于 正在运行 状态。
信息,2015/5/13 19:55:07,Service Control Manager,7036,无,DHCP Client 服务处于 正在运行 状态。
信息,2015/5/13 19:55:07,Microsoft-Windows-DHCPv6-Client,51046,服务状态事件,DHCPv6 客户端服务已启动
信息,2015/5/13 19:55:07,Service Control Manager,7036,无,Shell Hardware Detection 服务处于 正在运行 状态。
信息,2015/5/13 19:55:07,Service Control Manager,7036,无,DNS Client 服务处于 正在运行 状态。
信息,2015/5/13 19:38:37,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/13 19:38:37,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/13 19:48:47,Microsoft-Windows-FilterManager,1,无,文件系统筛选器“FileInfo”(版本 6.1，‎2009‎-‎07‎-‎14T07:34:25.000000000Z)已成功卸载。
信息,2015/5/13 19:42:17,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/13 19:04:53,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/13 19:00:14,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/13 19:20:18,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/13 19:12:18,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/13 19:51:06,Service Control Manager,7036,无,Attunity Replicate Console 服务处于 正在运行 状态。
信息,2015/5/13 19:51:05,Service Control Manager,7036,无,WinHTTP Web Proxy Auto-Discovery Service 服务处于 正在运行 状态。
信息,2015/5/13 19:53:31,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/13 19:53:31,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/13 19:50:15,Service Control Manager,7036,无,Attunity Replicate Server 服务处于 停止 状态。
信息,2015/5/13 19:50:15,Service Control Manager,7036,无,Attunity Replicate Console 服务处于 停止 状态。
信息,2015/5/13 19:50:38,Service Control Manager,7036,无,Attunity Replicate Server 服务处于 正在运行 状态。
信息,2015/5/13 19:50:17,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/12 23:30:43,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/12 23:22:45,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/13 17:35:36,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/13 12:00:01,EventLog,6013,无,系统启动时间为 5004788 秒。
信息,2015/5/12 23:11:21,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/12 23:04:08,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/12 23:20:43,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/12 23:13:22,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/13 18:44:22,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/13 18:44:20,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/13 18:50:31,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 正在运行 状态。
信息,2015/5/13 18:49:26,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/13 17:36:27,Application Popup,26,无,"弹出应用程序: repctl.exe - 应用程序错误: 应用程序发生异常 unknown software exception (0xc0000409)，位置为 0xe80b5a3f。

要终止程序，请单击“确定”。"
信息,2015/5/13 17:35:36,Service Control Manager,7036,无,Application Experience 服务处于 正在运行 状态。
信息,2015/5/13 17:53:19,Service Control Manager,7036,无,Application Experience 服务处于 停止 状态。
信息,2015/5/13 17:45:19,Service Control Manager,7036,无,Windows Error Reporting Service 服务处于 停止 状态。
信息,2015/5/13 19:54:13,USER32,1074,无,"进程 Explorer.EXE 为用户 NOVPLODS01\gyas-mpods02 开始计算机 NOVPLODS01 的 重新启动，原因如下: 其他(计划内)
 原因代码: 0x85000000
 关机类型: 重新启动
 注释: aa"
